Transaction ID,Date,Account Number,Transaction Type,Amount,Source System,Reconciliation Status,Discrepancy Reason,Currency,Branch Code,Processed By,Approval Status,Comments,Transaction Mode,Last Modified
TXN004728,2024-03-17,ACC000332,Invoice,11586.82,ERP,Matched,None,NGN,BRC018,User_6,Pending,Needs review,Wire Transfer,2024-03-17
TXN004729,2024-01-17,ACC000040,Invoice,-3215.28,Bank,Mismatched,Incorrect Amount,EUR,BRC001,User_23,Approved,Duplicate entry,Online,2024-01-17
TXN004730,2024-01-03,ACC000232,Payment,-2710.38,Payroll,Mismatched,Missing,EUR,BRC006,User_10,Approved,Needs review,Manual Entry,2024-01-03
TXN004731,2024-01-12,ACC000077,Payment,3820.99,Bank,Adjusted,Duplicate,USD,BRC013,User_14,Approved,Confirmed,Online,2024-01-12
TXN004732,2024-02-04,ACC000059,Deposit,2391.53,General Ledger,Mismatched,Missing,CAD,BRC004,User_28,Approved,,Manual Entry,2024-02-04
TXN004733,2024-01-25,ACC000408,Payment,13179.12,General Ledger,Matched,None,USD,BRC020,User_7,Rejected,Confirmed,Manual Entry,2024-01-25
TXN004734,2024-03-27,ACC000076,Withdrawal,13849.86,ERP,Pending,Missing,NGN,BRC018,User_25,Rejected,,POS,2024-03-27
TXN004735,2024-03-18,ACC000124,Payment,12993.55,ERP,Pending,Incorrect Amount,GBP,BRC014,User_1,Approved,Duplicate entry,ATM,2024-03-18
TXN004736,2024-01-12,ACC000496,Invoice,533.6,General Ledger,Matched,None,EUR,BRC007,User_4,Approved,Duplicate entry,POS,2024-01-12
TXN004737,2024-01-31,ACC000353,Transfer,-3290.46,Bank,Adjusted,Duplicate,NGN,BRC004,User_20,Approved,Needs review,ATM,2024-01-31
TXN004738,2024-03-16,ACC000125,Transfer,6116.34,CRM,Adjusted,Duplicate,CAD,BRC010,User_35,Rejected,Urgent,Wire Transfer,2024-03-16
TXN004739,2024-03-22,ACC000138,Deposit,13424.61,ERP,Matched,None,GBP,BRC016,User_4,Approved,Duplicate entry,Manual Entry,2024-03-22
TXN004740,2024-02-14,ACC000102,Transfer,-3861.97,ERP,Mismatched,Incorrect Amount,EUR,BRC008,User_44,Pending,Incorrect amount,ATM,2024-02-14
TXN004741,2024-01-10,ACC000287,Invoice,-3558.39,ERP,Adjusted,Missing,NGN,BRC010,User_43,Approved,Urgent,POS,2024-01-10
TXN004742,2024-03-05,ACC000340,Invoice,-1334.07,ERP,Mismatched,None,GBP,BRC012,User_22,Rejected,Duplicate entry,POS,2024-03-05
TXN004743,2024-01-23,ACC000410,Withdrawal,-1079.91,General Ledger,Pending,Incorrect Amount,USD,BRC004,User_11,Pending,Urgent,ATM,2024-01-23
TXN004744,2024-01-27,ACC000201,Payment,-1502.0,ERP,Pending,Incorrect Amount,NGN,BRC020,User_6,Rejected,Urgent,ATM,2024-01-27
TXN004745,2024-02-10,ACC000451,Deposit,-2036.12,General Ledger,Adjusted,Duplicate,NGN,BRC018,User_50,Pending,Confirmed,ATM,2024-02-10
TXN004746,2024-03-27,ACC000138,Payment,12837.85,Bank,Pending,Incorrect Amount,CAD,BRC004,User_20,Rejected,Confirmed,Wire Transfer,2024-03-27
TXN004747,2024-03-30,ACC000317,Withdrawal,10026.21,CRM,Adjusted,Incorrect Amount,CAD,BRC008,User_43,Pending,Incorrect amount,ATM,2024-03-30
TXN004748,2024-03-24,ACC000325,Deposit,3661.94,General Ledger,Adjusted,Duplicate,EUR,BRC007,User_16,Approved,Confirmed,ATM,2024-03-24
TXN004749,2024-03-29,ACC000480,Payment,-1421.46,Bank,Pending,Missing,NGN,BRC010,User_3,Rejected,Duplicate entry,Wire Transfer,2024-03-29
TXN004750,2024-02-05,ACC000358,Payment,14985.46,ERP,Pending,Incorrect Amount,CAD,BRC014,User_35,Approved,Needs review,Online,2024-02-05
TXN004751,2024-03-11,ACC000107,Invoice,6442.61,General Ledger,Pending,None,GBP,BRC005,User_30,Pending,Duplicate entry,ATM,2024-03-11
TXN004752,2024-02-11,ACC000446,Withdrawal,10699.73,Payroll,Matched,None,NGN,BRC001,User_32,Pending,Needs review,Online,2024-02-11
TXN004753,2024-01-28,ACC000219,Payment,8462.53,Payroll,Mismatched,Duplicate,USD,BRC008,User_27,Rejected,Confirmed,Wire Transfer,2024-01-28
TXN004754,2024-01-07,ACC000304,Invoice,9227.37,General Ledger,Adjusted,Duplicate,CAD,BRC004,User_47,Approved,,ATM,2024-01-07
TXN004755,2024-03-24,ACC000483,Invoice,4040.43,Unknown,Adjusted,None,GBP,BRC007,User_17,Pending,,POS,2024-03-24
TXN004756,2024-01-07,ACC000304,Invoice,8567.81,General Ledger,Adjusted,None,NGN,BRC001,User_26,Pending,Confirmed,ATM,2024-01-07
TXN004757,2024-02-03,ACC000188,Transfer,2431.41,General Ledger,Mismatched,Missing,USD,BRC018,User_8,Pending,Needs review,Wire Transfer,2024-02-03
TXN004758,2024-02-12,ACC000287,Invoice,10684.07,Payroll,,None,USD,BRC008,User_43,Approved,Duplicate entry,Wire Transfer,2024-02-12
TXN004759,2024-03-21,ACC000124,Invoice,-1176.84,CRM,Adjusted,None,USD,BRC006,User_13,Approved,Duplicate entry,Online,2024-03-21
TXN004760,2024-02-13,ACC000282,Transfer,-336.19,ERP,Pending,Incorrect Amount,CAD,BRC019,User_28,Rejected,,Online,2024-02-13
TXN004761,2024-02-11,ACC000185,Transfer,6768.47,Payroll,Adjusted,None,EUR,BRC008,,Approved,Incorrect amount,ATM,2024-02-11
TXN004762,2024-03-04,ACC000407,Withdrawal,-1489.69,Bank,Pending,None,NGN,BRC009,User_10,Rejected,Urgent,ATM,2024-03-04
TXN004763,,ACC000384,Withdrawal,8946.39,ERP,Adjusted,Duplicate,USD,BRC013,User_20,Pending,Incorrect amount,Wire Transfer,
TXN004764,2024-01-27,ACC000083,Transfer,-4559.44,ERP,Mismatched,None,GBP,BRC005,User_12,Rejected,,Wire Transfer,2024-01-27
TXN004765,2024-01-02,ACC000462,Invoice,12191.28,ERP,Pending,Incorrect Amount,GBP,BRC011,User_2,Rejected,Incorrect amount,POS,2024-01-02
TXN004766,2024-03-26,ACC000031,Withdrawal,9244.24,General Ledger,Adjusted,None,USD,BRC018,User_22,Approved,Confirmed,Wire Transfer,2024-03-26
TXN004767,2024-01-09,ACC000172,Deposit,13851.73,General Ledger,Mismatched,Duplicate,EUR,BRC009,User_25,Approved,Needs review,ATM,2024-01-09
TXN004768,2024-02-02,ACC000088,Payment,584.65,General Ledger,Matched,None,NGN,BRC014,User_37,Pending,Needs review,Wire Transfer,2024-02-02
TXN004769,2024-01-01,ACC000313,Transfer,1402.34,Payroll,Matched,None,GBP,BRC006,User_35,Pending,Urgent,POS,2024-01-01
TXN004770,2024-02-24,ACC000318,Payment,6561.56,CRM,Adjusted,Missing,GBP,BRC020,User_1,Rejected,Urgent,Wire Transfer,2024-02-24
TXN004771,2024-03-16,ACC000236,Payment,283.09,CRM,Pending,None,NGN,BRC011,User_14,Pending,,Online,2024-03-16
TXN004772,2024-02-27,ACC000325,Payment,9943.89,Bank,Adjusted,Incorrect Amount,GBP,BRC005,User_47,Pending,,Manual Entry,2024-02-27
TXN004773,2024-03-20,ACC000238,Invoice,14550.29,General Ledger,Pending,None,USD,BRC008,User_21,Approved,Incorrect amount,Wire Transfer,2024-03-20
TXN004774,2024-01-07,ACC000207,Deposit,3216.67,Bank,Matched,None,,BRC005,User_40,Pending,,Wire Transfer,2024-01-07
TXN004775,2024-02-28,ACC000253,Payment,-137.24,ERP,Pending,Missing,NGN,BRC009,User_37,Pending,Incorrect amount,Wire Transfer,2024-02-28
TXN004776,2024-03-13,ACC000004,Deposit,1974.45,ERP,Matched,None,EUR,BRC010,User_30,Rejected,,Wire Transfer,2024-03-13
TXN004777,2024-02-24,ACC000154,Transfer,5353.02,Bank,Adjusted,Incorrect Amount,NGN,BRC005,User_35,Rejected,Urgent,ATM,2024-02-24
TXN004778,2024-03-29,ACC000049,Payment,-826.31,Bank,Mismatched,None,USD,BRC011,User_38,Pending,Urgent,Online,2024-03-29
TXN004779,2024-01-03,ACC000041,Invoice,-4190.33,ERP,Adjusted,Incorrect Amount,,BRC012,User_11,Rejected,Duplicate entry,Online,2024-01-03
TXN004780,2024-03-26,ACC000477,Deposit,-1145.04,ERP,Mismatched,Duplicate,NGN,BRC015,User_29,Approved,Duplicate entry,Manual Entry,2024-03-26
TXN004781,2024-02-29,ACC000406,Deposit,-2927.57,Bank,Pending,Incorrect Amount,USD,BRC011,User_18,Approved,Needs review,Wire Transfer,2024-02-29
TXN004782,2024-03-26,ACC000198,Deposit,6130.73,ERP,Pending,Missing,EUR,BRC002,User_42,Rejected,Urgent,Online,2024-03-26
TXN004783,2024-01-16,ACC000348,Transfer,8337.63,ERP,Adjusted,Incorrect Amount,EUR,BRC020,User_12,Pending,Confirmed,Online,2024-01-16
TXN004784,2024-02-03,ACC000185,Payment,8126.4,Payroll,Adjusted,None,USD,BRC006,User_27,Approved,Duplicate entry,Wire Transfer,2024-02-03
TXN004785,2024-03-11,ACC000441,Transfer,12169.82,ERP,Adjusted,Missing,CAD,BRC014,User_38,Rejected,,POS,2024-03-11
TXN004786,2024-02-23,ACC000056,Transfer,12184.27,Payroll,Mismatched,None,GBP,BRC003,User_48,Approved,Duplicate entry,Manual Entry,2024-02-23
TXN004787,2024-02-09,ACC000193,Withdrawal,3898.67,Payroll,Matched,None,NGN,BRC013,User_24,Pending,Duplicate entry,POS,2024-02-09
TXN004788,2024-02-15,ACC000144,Transfer,11497.87,Bank,Mismatched,Incorrect Amount,,BRC003,User_31,Pending,Confirmed,Wire Transfer,2024-02-15
TXN004789,2024-01-13,ACC000477,Deposit,8078.4,ERP,Matched,None,NGN,BRC018,User_24,Approved,Urgent,POS,2024-01-13
TXN004790,2024-03-01,ACC000498,Withdrawal,979.52,CRM,Pending,None,EUR,BRC001,User_24,Rejected,Duplicate entry,POS,2024-03-01
TXN004791,2024-03-09,ACC000090,Invoice,9503.35,ERP,Matched,None,GBP,BRC015,User_17,Approved,Duplicate entry,Online,2024-03-09
TXN004792,2024-02-09,ACC000400,Payment,-243.9,Payroll,Pending,Duplicate,USD,BRC007,User_38,Pending,,POS,2024-02-09
TXN004793,2024-02-08,ACC000271,Invoice,12731.37,CRM,Adjusted,Duplicate,CAD,BRC006,User_18,Rejected,Urgent,POS,2024-02-08
TXN004794,2024-03-25,ACC000464,Withdrawal,13780.53,Unknown,Adjusted,Missing,EUR,BRC010,User_20,Approved,Needs review,Wire Transfer,2024-03-25
TXN004795,2024-01-01,ACC000064,Invoice,10434.9,Bank,Matched,None,NGN,BRC012,User_50,Rejected,Confirmed,Manual Entry,
TXN004796,2024-03-10,ACC000464,Transfer,-4294.89,General Ledger,Matched,None,EUR,BRC012,User_44,Approved,Needs review,Online,2024-03-10
TXN004797,2024-02-01,ACC000088,Payment,-1983.46,ERP,Matched,None,GBP,BRC018,User_2,Approved,Incorrect amount,Manual Entry,2024-02-01
TXN004798,2024-03-19,ACC000104,Withdrawal,3133.84,ERP,Pending,Duplicate,GBP,BRC019,User_19,Pending,,Wire Transfer,2024-03-19
TXN004799,2024-02-18,ACC000487,Transfer,7757.92,CRM,Mismatched,Duplicate,CAD,BRC005,User_1,Rejected,Urgent,Online,2024-02-18
TXN004800,2024-03-11,ACC000331,Transfer,5288.47,Bank,Pending,Missing,EUR,BRC020,User_34,Pending,Needs review,POS,2024-03-11
TXN004801,2024-02-10,ACC000155,Deposit,6475.72,General Ledger,Adjusted,Incorrect Amount,GBP,BRC002,User_18,Rejected,Duplicate entry,Wire Transfer,2024-02-10
TXN004802,2024-03-10,ACC000208,Withdrawal,-4399.05,CRM,Matched,None,NGN,BRC001,User_26,Approved,Needs review,POS,2024-03-10
TXN004803,2024-02-25,ACC000097,Deposit,-3493.8,General Ledger,Pending,Missing,CAD,BRC003,User_22,Rejected,Incorrect amount,Wire Transfer,2024-02-25
TXN004804,2024-01-05,ACC000377,Transfer,12955.15,Bank,Mismatched,Duplicate,CAD,BRC007,User_48,Approved,Confirmed,POS,2024-01-05
TXN004805,2024-01-16,ACC000066,Invoice,3413.53,ERP,Mismatched,Duplicate,USD,Unknown,User_49,Approved,Duplicate entry,Manual Entry,2024-01-16
TXN004806,2024-01-26,ACC000047,Withdrawal,-4493.77,ERP,Pending,Incorrect Amount,GBP,BRC008,User_3,Rejected,Needs review,Wire Transfer,2024-01-26
TXN004807,2024-03-02,ACC000286,Withdrawal,14175.42,CRM,Matched,None,GBP,BRC017,User_38,Rejected,Needs review,Unknown,2024-03-02
TXN004808,2024-01-30,ACC000357,Payment,1344.95,General Ledger,Mismatched,Incorrect Amount,GBP,BRC005,User_4,Rejected,Incorrect amount,Wire Transfer,2024-01-30
TXN004809,2024-02-12,ACC000448,Withdrawal,12677.82,Payroll,Pending,Incorrect Amount,CAD,BRC002,User_13,Approved,,Online,
TXN004810,2024-01-02,ACC000073,Deposit,-4817.75,CRM,Adjusted,None,USD,BRC008,User_6,Pending,Confirmed,Online,2024-01-02
TXN004811,2024-02-02,ACC000389,Invoice,290.31,Bank,Mismatched,None,USD,Unknown,User_5,Pending,Urgent,Unknown,2024-02-02
TXN004812,2024-03-01,ACC000003,Invoice,-3765.38,Bank,Mismatched,Incorrect Amount,EUR,BRC009,User_45,Pending,Confirmed,POS,2024-03-01
TXN004813,2024-01-18,ACC000398,Deposit,11970.73,Bank,Adjusted,None,EUR,BRC012,User_44,Pending,,POS,2024-01-18
TXN004814,2024-01-12,ACC000037,Deposit,5586.67,ERP,Matched,None,GBP,BRC004,User_7,Approved,Confirmed,Wire Transfer,2024-01-12
TXN004815,2024-03-20,ACC000479,Transfer,-2545.32,General Ledger,Matched,None,NGN,BRC003,User_4,Rejected,,Wire Transfer,2024-03-20
TXN004816,2024-02-11,ACC000171,Transfer,10129.36,ERP,Mismatched,Duplicate,,BRC001,User_3,Approved,Needs review,Manual Entry,2024-02-11
TXN004817,2024-03-07,ACC000034,Invoice,14270.09,Payroll,Matched,None,CAD,BRC015,User_49,Pending,,Wire Transfer,2024-03-07
TXN004818,2024-03-30,ACC000468,Payment,5005.76,ERP,Matched,None,GBP,BRC019,User_8,Approved,Duplicate entry,Manual Entry,2024-03-30
TXN004819,2024-01-07,ACC000255,Payment,2781.71,Bank,Matched,None,,BRC004,User_4,Approved,Confirmed,Wire Transfer,2024-01-07
TXN004820,2024-02-08,ACC000205,Payment,2907.02,Bank,Pending,Duplicate,EUR,BRC008,,Approved,Duplicate entry,Wire Transfer,2024-02-08
TXN004821,2024-01-10,ACC000074,Transfer,9531.46,CRM,Adjusted,Incorrect Amount,GBP,BRC015,User_37,Pending,,POS,2024-01-10
TXN004822,2024-03-07,ACC000368,Payment,-1168.39,General Ledger,Mismatched,Incorrect Amount,CAD,BRC019,User_31,Approved,Incorrect amount,Manual Entry,2024-03-07
TXN004823,2024-03-08,ACC000332,Transfer,12457.92,Payroll,Mismatched,Missing,USD,BRC020,User_29,Pending,,ATM,2024-03-08
TXN004824,2024-01-15,ACC000457,Withdrawal,-4275.55,General Ledger,Matched,None,GBP,BRC017,User_15,Rejected,Needs review,Manual Entry,2024-01-15
TXN004825,2024-01-03,ACC000110,Withdrawal,905.24,Payroll,Matched,None,EUR,BRC005,User_43,Approved,Incorrect amount,Wire Transfer,2024-01-03
TXN004826,2024-02-02,ACC000039,Invoice,-4129.34,General Ledger,Mismatched,Incorrect Amount,USD,BRC006,User_18,Rejected,Duplicate entry,Manual Entry,2024-02-02
TXN004827,2024-03-17,ACC000108,Withdrawal,4134.02,ERP,Matched,None,CAD,BRC002,User_41,Pending,Duplicate entry,Manual Entry,2024-03-17
TXN004828,2024-01-28,ACC000074,Deposit,7793.94,Payroll,Pending,None,NGN,BRC010,User_19,Unknown,Needs review,ATM,2024-01-28
TXN004829,2024-02-21,ACC000428,Transfer,7299.02,ERP,Matched,None,USD,BRC015,User_6,Approved,Urgent,ATM,2024-02-21
TXN004830,2024-03-09,ACC000079,Invoice,-2823.09,ERP,Mismatched,None,CAD,BRC019,User_16,Approved,,POS,2024-03-09
TXN004831,,ACC000086,Withdrawal,9002.67,Payroll,Adjusted,None,GBP,BRC002,User_38,Pending,Duplicate entry,Wire Transfer,
TXN004832,2024-03-30,ACC000401,Withdrawal,-3749.96,CRM,Matched,None,NGN,BRC007,User_9,Approved,Needs review,Online,2024-03-30
TXN004833,2024-02-04,ACC000372,Deposit,7449.85,General Ledger,Adjusted,None,GBP,BRC012,User_36,Rejected,Needs review,Manual Entry,2024-02-04
TXN004834,2024-02-01,ACC000490,Transfer,-3558.6,Payroll,Matched,None,CAD,BRC011,User_11,Pending,Duplicate entry,POS,2024-02-01
TXN004835,2024-02-14,ACC000164,Payment,1344.62,General Ledger,Pending,Duplicate,GBP,BRC018,User_33,Rejected,Duplicate entry,Wire Transfer,2024-02-14
TXN004836,2024-01-19,ACC000004,Deposit,9624.51,General Ledger,Adjusted,Missing,CAD,BRC001,User_36,Approved,Needs review,Wire Transfer,2024-01-19
TXN004837,2024-02-05,ACC000473,Withdrawal,-2489.3,Bank,Mismatched,Missing,USD,BRC019,User_41,Pending,Urgent,POS,2024-02-05
TXN004838,2024-03-31,ACC000047,Transfer,11550.24,General Ledger,Pending,Missing,,BRC001,User_11,Pending,Urgent,POS,2024-03-31
TXN004839,2024-03-24,ACC000162,Payment,4866.6,Payroll,Matched,None,CAD,BRC007,User_42,Pending,Needs review,Manual Entry,2024-03-24
TXN004840,2024-03-31,ACC000146,Invoice,815.21,Unknown,Adjusted,None,EUR,BRC015,User_26,Rejected,Needs review,ATM,2024-03-31
TXN004841,2024-01-18,ACC000007,Withdrawal,3626.19,ERP,Adjusted,Missing,GBP,BRC001,User_17,Approved,,Online,2024-01-18
TXN004842,2024-03-15,ACC000489,Invoice,783.48,General Ledger,Mismatched,Missing,NGN,BRC010,User_9,Approved,Duplicate entry,Manual Entry,2024-03-15
TXN004843,2024-03-04,ACC000131,Deposit,-4106.32,Payroll,Adjusted,None,,BRC014,User_49,Approved,Confirmed,Wire Transfer,2024-03-04
TXN004844,2024-01-21,ACC000165,Payment,-755.47,CRM,Pending,Incorrect Amount,,BRC007,User_3,Unknown,Incorrect amount,ATM,2024-01-21
TXN004845,2024-02-19,ACC000247,Withdrawal,-4873.12,General Ledger,Matched,None,EUR,BRC012,User_19,Approved,Confirmed,Manual Entry,2024-02-19
TXN004846,2024-02-01,ACC000093,Withdrawal,2817.24,ERP,Adjusted,Incorrect Amount,CAD,BRC001,User_39,Approved,Urgent,Wire Transfer,2024-02-01
TXN004847,2024-03-15,ACC000092,Invoice,10556.91,General Ledger,Pending,Duplicate,USD,BRC015,User_37,Approved,Confirmed,POS,2024-03-15
TXN004848,2024-01-26,ACC000339,Deposit,-692.42,ERP,Matched,None,NGN,BRC019,User_38,Rejected,Confirmed,POS,2024-01-26
TXN004849,2024-03-11,ACC000036,Deposit,11175.3,ERP,Matched,None,CAD,BRC011,User_29,Rejected,Needs review,Wire Transfer,2024-03-11
TXN004850,2024-01-14,ACC000242,Invoice,13753.76,Bank,Pending,Missing,EUR,BRC013,User_39,Pending,Urgent,Online,2024-01-14
TXN004851,2024-01-06,ACC000286,Transfer,535.67,ERP,Matched,None,USD,BRC007,User_38,Rejected,Needs review,POS,2024-01-06
TXN004852,2024-01-26,ACC000495,Transfer,10129.53,Payroll,Pending,None,GBP,BRC017,User_36,Approved,,Manual Entry,2024-01-26
TXN004853,2024-03-10,ACC000164,Payment,12690.68,CRM,Mismatched,Incorrect Amount,USD,BRC018,User_18,Rejected,Incorrect amount,ATM,2024-03-10
TXN004854,2024-02-21,ACC000056,Transfer,3605.51,CRM,Mismatched,Missing,EUR,BRC012,User_13,Rejected,Incorrect amount,Wire Transfer,2024-02-21
TXN004855,2024-03-11,ACC000406,Transfer,4933.75,CRM,Matched,None,GBP,BRC014,User_44,Pending,Duplicate entry,POS,2024-03-11
TXN004856,2024-02-03,ACC000282,Invoice,6182.8,CRM,Mismatched,Incorrect Amount,EUR,BRC013,User_37,Pending,Duplicate entry,Wire Transfer,2024-02-03
TXN004857,2024-01-06,ACC000336,Transfer,7842.31,Bank,Mismatched,Missing,GBP,BRC018,User_29,Approved,Confirmed,Online,2024-01-06
TXN004858,2024-02-29,ACC000273,Deposit,-511.51,Payroll,Pending,None,EUR,BRC019,User_16,Rejected,Incorrect amount,Wire Transfer,2024-02-29
TXN004859,2024-01-13,ACC000064,Invoice,2668.03,Bank,Pending,Duplicate,,BRC010,User_17,Approved,Needs review,POS,2024-01-13
TXN004860,2024-01-02,ACC000115,Withdrawal,123.01,CRM,Matched,None,CAD,BRC007,User_45,Rejected,,ATM,2024-01-02
TXN004861,2024-03-13,ACC000394,Withdrawal,12121.03,CRM,Matched,None,EUR,BRC004,User_22,Rejected,,POS,2024-03-13
TXN004862,2024-02-20,ACC000282,Transfer,2551.86,CRM,Mismatched,Incorrect Amount,USD,BRC014,User_39,Approved,,Online,
TXN004863,2024-03-23,ACC000020,Transfer,8161.39,Bank,Adjusted,Duplicate,EUR,BRC010,User_35,Rejected,,Manual Entry,2024-03-23
TXN004864,2024-01-20,ACC000282,Deposit,5235.59,ERP,Mismatched,Duplicate,NGN,BRC002,User_3,Rejected,Duplicate entry,POS,2024-01-20
TXN004865,2024-02-16,ACC000335,Deposit,11515.94,Bank,Matched,None,USD,Unknown,User_38,Rejected,Needs review,Wire Transfer,2024-02-16
TXN004866,2024-01-26,ACC000487,Withdrawal,-3447.51,Payroll,Matched,None,NGN,BRC019,User_38,Approved,Confirmed,Online,2024-01-26
TXN004867,2024-03-03,ACC000382,Transfer,704.02,ERP,Adjusted,None,NGN,BRC016,User_46,Pending,Needs review,Manual Entry,2024-03-03
TXN004868,2024-03-09,ACC000031,Withdrawal,3377.36,ERP,Pending,None,NGN,BRC012,User_29,Rejected,Confirmed,Wire Transfer,2024-03-09
TXN004869,2024-03-20,ACC000423,Transfer,-1830.74,ERP,Mismatched,Missing,CAD,BRC003,User_30,Rejected,Incorrect amount,Wire Transfer,2024-03-20
TXN004870,2024-01-03,ACC000111,Transfer,-148.15,Bank,Mismatched,Duplicate,NGN,BRC017,User_42,Unknown,,POS,2024-01-03
TXN004871,2024-01-08,ACC000473,Invoice,4248.89,Payroll,Pending,Incorrect Amount,GBP,BRC017,User_25,Approved,Needs review,Online,2024-01-08
TXN004872,2024-02-05,ACC000435,Withdrawal,1932.17,General Ledger,Matched,None,USD,BRC015,User_44,Rejected,,POS,2024-02-05
TXN004873,2024-03-28,ACC000186,Unknown,11118.04,General Ledger,Pending,Incorrect Amount,NGN,BRC003,User_49,Rejected,Urgent,Manual Entry,2024-03-28
TXN004874,2024-03-12,ACC000328,Invoice,7765.75,Payroll,Matched,None,NGN,BRC008,User_50,Approved,Duplicate entry,Unknown,2024-03-12
TXN004875,2024-02-18,ACC000498,Invoice,3929.6,ERP,Mismatched,Incorrect Amount,EUR,BRC004,User_22,Approved,Confirmed,Online,2024-02-18
TXN004876,2024-03-17,ACC000321,Deposit,-4159.92,ERP,Adjusted,Missing,EUR,BRC011,User_12,Approved,Needs review,Manual Entry,2024-03-17
TXN004877,2024-02-27,ACC000233,Unknown,4454.76,General Ledger,Matched,None,EUR,BRC015,User_13,Approved,Incorrect amount,Online,2024-02-27
TXN004878,2024-03-01,ACC000343,Invoice,-4073.64,Payroll,Pending,None,GBP,Unknown,User_23,Approved,,Manual Entry,2024-03-01
TXN004879,2024-02-29,ACC000058,Invoice,6230.92,General Ledger,Mismatched,Incorrect Amount,CAD,BRC009,User_19,Rejected,Incorrect amount,ATM,2024-02-29
TXN004880,2024-01-30,ACC000019,Invoice,-3571.22,CRM,Adjusted,Duplicate,USD,BRC016,User_5,Rejected,Duplicate entry,Wire Transfer,2024-01-30
TXN004881,2024-02-12,ACC000178,Invoice,799.77,ERP,Mismatched,Incorrect Amount,CAD,BRC015,User_42,Rejected,Urgent,Online,2024-02-12
TXN004882,2024-03-06,ACC000420,Payment,-3870.41,General Ledger,,Missing,CAD,BRC003,User_18,Pending,Incorrect amount,Wire Transfer,2024-03-06
TXN004883,2024-01-07,ACC000181,Invoice,673.45,Bank,Pending,None,CAD,BRC019,User_30,Rejected,Urgent,Online,2024-01-07
TXN004884,2024-02-27,ACC000299,Invoice,9940.41,CRM,Pending,Incorrect Amount,EUR,BRC003,User_14,Approved,,Manual Entry,2024-02-27
TXN004885,2024-03-06,ACC000244,Payment,11388.15,Bank,Pending,Incorrect Amount,CAD,Unknown,User_28,Rejected,Duplicate entry,Online,2024-03-06
TXN004886,2024-02-06,ACC000237,Invoice,3866.9,General Ledger,Pending,Missing,EUR,BRC006,User_35,Rejected,Confirmed,Online,2024-02-06
TXN004887,2024-02-03,ACC000212,Payment,3941.31,General Ledger,Pending,None,EUR,BRC001,User_50,Pending,Duplicate entry,Manual Entry,2024-02-03
TXN004888,2024-02-08,ACC000048,Withdrawal,7717.17,Bank,Pending,Duplicate,CAD,BRC019,User_28,Pending,Duplicate entry,ATM,2024-02-08
TXN004889,2024-03-22,ACC000249,Deposit,4058.51,CRM,Adjusted,None,EUR,BRC013,User_31,Approved,Incorrect amount,Wire Transfer,2024-03-22
TXN004890,2024-03-01,ACC000216,Deposit,3373.5,General Ledger,Mismatched,Missing,CAD,BRC014,User_38,Rejected,Urgent,ATM,2024-03-01
TXN004891,2024-02-25,ACC000158,Deposit,10647.14,General Ledger,Matched,None,CAD,BRC007,User_12,Pending,Needs review,Wire Transfer,2024-02-25
TXN004892,2024-02-23,ACC000099,Invoice,5854.73,Payroll,Mismatched,Duplicate,EUR,BRC002,User_28,Pending,Incorrect amount,Wire Transfer,2024-02-23
TXN004893,2024-01-20,ACC000377,Invoice,10120.26,ERP,Matched,None,GBP,BRC020,User_42,Pending,Needs review,Online,2024-01-20
TXN004894,2024-01-31,ACC000076,Transfer,843.66,ERP,Mismatched,Incorrect Amount,CAD,BRC013,User_8,Rejected,Needs review,Manual Entry,2024-01-31
TXN004895,2024-03-25,ACC000217,Deposit,-3320.36,Payroll,Mismatched,Missing,CAD,BRC002,User_1,Rejected,Confirmed,ATM,2024-03-25
TXN004896,2024-01-01,ACC000070,Withdrawal,3417.75,Bank,Matched,None,NGN,BRC008,User_14,Approved,Confirmed,ATM,2024-01-01
TXN004897,2024-02-08,ACC000002,Transfer,11755.93,General Ledger,Matched,None,EUR,BRC001,User_18,Approved,Incorrect amount,Manual Entry,2024-02-08
TXN004898,2024-02-19,ACC000005,Payment,11734.89,Unknown,Mismatched,Incorrect Amount,GBP,BRC005,User_20,Rejected,Confirmed,Online,2024-02-19
TXN004899,2024-03-05,ACC000322,Deposit,-4813.0,Bank,Adjusted,Duplicate,CAD,BRC019,User_40,Rejected,,Online,2024-03-05
TXN004900,2024-03-08,ACC000104,Transfer,10350.4,CRM,Matched,None,,BRC005,User_38,Rejected,Confirmed,POS,2024-03-08
TXN004901,2024-02-20,ACC000424,Deposit,6523.45,Payroll,Adjusted,Missing,NGN,BRC016,User_42,Rejected,Duplicate entry,POS,2024-02-20
TXN004902,2024-02-25,ACC000444,Deposit,11291.61,Payroll,Mismatched,None,CAD,BRC018,User_47,Approved,,Manual Entry,2024-02-25
TXN004903,2024-01-12,ACC000053,Invoice,12975.44,CRM,Matched,None,USD,BRC002,User_3,Approved,Urgent,POS,2024-01-12
TXN004904,2024-03-22,ACC000356,Invoice,2651.74,General Ledger,Mismatched,Missing,EUR,BRC005,User_43,Rejected,Confirmed,Manual Entry,2024-03-22
TXN004905,2024-02-19,ACC000110,Payment,8379.83,Payroll,Pending,None,USD,BRC004,User_50,Approved,Incorrect amount,Unknown,2024-02-19
